content_id,content_url
-9107331682787867601,http://techcrunch.com/2016/03/29/hopper-raises-16-million-for-a-travel-app-that-tells-you-the-best-time-to-fly/                                                                                         
-1021685224930603833,http://www.telequest.com.br/portal/index.php/opiniao/5908-industria-4-0-desafios-e-oportunidades                                                                                                        
1392715980907132808,http://www.newsbtc.com/2016/03/29/medstar-washington-affected-bitcoin-ransomware/                                                                                                                       
-6142462826726347616,http://cointelegraph.com/news/coinfest-2016-uniting-the-worlds-bitcoiners                                                                                                                               
2255603060224026824,http://www.newsbtc.com/2016/03/29/french-senate-will-debate-bitcoin-regulation/                                                                                                                         
3037840448416371691,https://bitcoinmagazine.com/articles/bitcoin-wallets-as-swiss-bank-accounts-the-developer-s-perspective-1459261829                                                                                      
7767869406844505704,http://techcrunch.com/2016/03/29/slice-insurance/                                                                                                                                                       
-7202774608580336956,http://googleappsupdates.blogspot.com.br/2016/03/enable-new-google-contacts-for-your.html                                                                                                               
5822211783543822544,http://jezebel.com/study-shows-women-and-minorities-are-punished-for-speak-1766927323                                                                                                                   
6152652267138213180,http://www.mckinsey.com/business-functions/organization/our-insights/staying-one-step-ahead-at-pixar-an-interview-with-ed-catmull                                                                       
9032993320407723266,http://9to5mac.com/2013/01/06/ideo-founder-david-kelley-talks-design-steve-jobs-cancer-and-the-importance-of-empathy/                                                                                   
7520301770873472812,http://autoestrada.uol.com.br/noticia/1-noticias/1527-aplicativo-gratuito-permite-gerenciar-consorcio-honda-diretamente-do-celular                                                                      
-5715266554592745669,http://www.latimes.com/opinion/op-ed/la-oe-wright-robots-jobs-data-mining-20160328-story.html                                                                                                           
8545647269051113523,http://m.ign.com/articles/2016/03/29/googles-ai-deepmind-turns-its-gaze-to-hearthstone-and-magic-the-gathering                                                                                          
668505019835540303,http://fastml.com/bayesian-machine-learning/                                                                                                                                                            
-6727393385193911938,http://en.rocketnews24.com/2016/03/29/as-microsoft-uss-ai-chatbot-turns-racist-troll-japans-wont-shut-up-about-anime-and-hay-fever/                                                                     
7351002593233940239,http://spectrum.ieee.org/computing/software/linux-at-25-qa-with-linus-torvalds                                                                                                                          
1083474613819325601,http://gizmodo.com/darpa-wants-to-give-radio-waves-ai-to-stretch-bandwidth-1767678812                                                                                                                   
-4994468824009200256,https://www.linkedin.com/pulse/so-your-ai-bot-went-haywire-should-you-care-azeem-azhar                                                                                                                  
-4571929941432664145,http://www.huffingtonpost.com/laura-dambrosio/machine-learning-as-a-ser_b_9548962.html                                                                                                                  
5441215535748592870,https://news.bitcoin.com/bitfury-pays-btc-join-innovate-finance/                                                                                                                                        
7359520440231676934,http://www.coindesk.com/blockstream-10-new-firms-hyperledger-blockchain-project/                                                                                                                        
4774970687540378081,http://www.mckinsey.com/business-functions/strategy-and-corporate-finance/our-insights/the-economic-essentials-of-digital-strategy                                                                      
6102826385978742696,http://it20.info/2016/03/the-incestuous-relations-among-containers-orchestration-tools/                                                                                                                 
809601605585939618,http://www.zdnet.com/article/microsoft-and-canonical-partner-to-bring-ubuntu-to-windows-10/                                                                                                             
8742078838645536785,http://www.engadget.com/2016/03/29/behind-facebook-messengers-plan-to-be-an-app-platform/                                                                                                               
-1802980374508081539,http://fortune.com/2016/03/29/eric-schmidt-ai/                                                                                                                                                          
-6195775145989617417,http://www.lukew.com/ff/entry.asp?1945                                                                                                                                                                  
-2176468683077766369,http://techcrunch.com/2013/09/18/facebooks-new-mobile-test-framework-births-bottom-tab-bar-navigation-redesign-for-ios-5-6-7/                                                                           
7973573994178035769,http://noticias.uol.com.br/politica/ultimas-noticias/2016/03/30/69-consideram-gestao-de-dilma-ruim-ou-pessima-aponta-pesquisa-ibope.htm                                                                 
-1590585250246572231,https://lmjabreu.com/post/why-and-how-to-avoid-hamburger-menus/                                                                                                                                         
-4662020648308370136,http://leanstartup.co/avoid-building-bad-products-rapid-validation/                                                                                                                                     
-4110991218639855802,http://venturebeat.com/2015/11/27/5-open-source-alternatives-to-slack/                                                                                                                                  
1964631817676172382,https://cloudplatform.googleblog.com/2016/03/IAM-best-practice-guides-available-now.html                                                                                                                
5156657166068502754,http://www.nytimes.com/2016/03/24/technology/google-showcases-its-cloud-efforts-determined-to-catch-up-to-rivals.html                                                                                   
-4102297002729307038,http://www.mediacurrent.com/blog/acquia-dev-desktop-for-beginners                                                                                                                                       
2093656054622337275,https://developers.googleblog.com/2016/03/introducing-google-api-console.html                                                                                                                           
9122627895188486603,http://techcrunch.com/2016/03/30/task-management-app-asana-raises-50m-at-a-600m-valuation-led-by-ycs-sam-altman/                                                                                        
1933229167501870037,https://uxplanet.org/perfect-menu-for-mobile-apps-39b2cb5b7377?gi=f7f2505d5e95                                                                                                                          
7528802258213768379,https://www.drupal.org/project/paragraphs                                                                                                                                                               
8078873160882064481,http://buytaert.net/white-house-deepens-its-commitment-to-open-source                                                                                                                                   
-9083294960368598209,https://dev.acquia.com/blog/drupal-howto-responsive-or-adaptive-images/04/03/2016/9796                                                                                                                  
-6136272094613269629,https://www.drupal.org/drupalorg/blog/top-10-contributing-customers                                                                                                                                     
787067277772219433,https://zoocha.com/blog/setting-drupal-code-sniffer                                                                                                                                                     
-2778760500673113802,http://cointelegraph.com/news/bitcoin-mining-ethereum-mining-cloud-mining-2016-overview                                                                                                                 
-6725796505137573953,http://www.thebitcoinchannel.com/archives/55850                                                                                                                                                         
1457728991321948254,http://blogs.wsj.com/moneybeat/2016/03/29/wall-street-goes-big-on-bitcoin-tech/                                                                                                                         
-7101541512657907485,http://www.coindesk.com/nominations-2016-blockchain-awards/                                                                                                                                             
5281570276277574938,https://azure.microsoft.com/en-us/services/cognitive-services/                                                                                                                                          
1128840733277618400,http://www.techrepublic.com/article/google-admits-original-enterprise-cloud-strategy-was-wrong-why-its-gone-in-a-different/                                                                             
-7356135999773525293,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence                                                                                                                               
2313825045587317872,https://labs.spotify.com/2016/03/10/spotifys-event-delivery-the-road-to-the-cloud-part-iii/                                                                                                             
-518690781085251687,https://quizlet.com/blog/whats-the-best-cloud-probably-gcp                                                                                                                                              
3067875254349597654,http://www.coindesk.com/microsoft-ethereum-3-million-developers/                                                                                                                                        
5619251370090681244,https://cloud.google.com/docs/google-cloud-platform-for-aws-professionals                                                                                                                               
7420742904084384944,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence                                                                                                                               
8219310215587599928,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence                                                                                                                               
7748594134538052724,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence                                                                                                                               
-4186591400427142356,http://www.b9.com.br/64171/social-media/em-parceria-com-facebook-klm-passa-oferecer-atendimento-atraves-do-messenger/                                                                                   
8565115980515859979,https://cloudplatform.googleblog.com/2016/03/calculating-and-searching-500-billion-digits-of-Pi.html                                                                                                    
8082202054464515448,http://www.b9.com.br/64132/tech/com-hololens-microsoft-torna-realidade-mensagem-holografica-de-star-wars/                                                                                               
-5973686110278905367,http://www.mckinsey.com/industries/high-tech/our-insights/the-internet-of-things                                                                                                                        
-9172673334835262304,http://g1.globo.com/sao-paulo/sorocaba-jundiai/nosso-campo/noticia/2016/03/tecnologia-para-colher-mais-e-o-uso-do-gps.html                                                                              
-1039912738963181810,http://9to5mac.com/2016/03/30/apple-launches-safari-technology-preview-a-browser-for-developers-including-experimental-web-features/                                                                    
3172866488852888544,http://www.fastcodesign.com/3058294/google-is-finally-redesigning-its-biggest-cash-cow-adwords                                                                                                          
8095004770374551394,http://www.theverge.com/2016/3/30/11317924/microsoft-event-news-recap-hololens-windows-10-build-2016                                                                                                    
8801106199759296338,http://www.bbc.com/news/business-35923885                                                                                                                                                               
-4760639635023250284,https://cloudplatform.googleblog.com/2016/02/Spotify-chooses-Google-Cloud-Platform-to-power-data-infrastructure.html                                                                                    
-9137036168156595470,http://us8.campaign-archive1.com/?u=eb2d2e4ce44bb8c74fdb0b23e&id=ede7bb5a54&e=c7c03a304f                                                                                                                
-454649054276160610,https://blogs.windows.com/windowsexperience/2016/03/30/the-future-of-pen-windows-ink/                                                                                                                   
-36844712915106340,https://blogs.windows.com/buildingapps/2016/03/30/windows-10-anniversary-sdk-is-bringing-exciting-opportunities-to-developers/                                                                          
5333141914314968598,https://blogs.windows.com/devices/2016/03/18/microsoft-hololens-and-lowes-working-to-redefine-your-next-home-renovation/                                                                                
-8248141950199177506,https://dev.acquia.com/blog/how-we-migrated-data-into-drupal-from-four-different-sources-using-the-migrate-module/09/03/2016/9806                                                                       
-5431549861280885742,https://www.drupal.org/project/coder                                                                                                                                                                    
1003778007373126185,http://www.wsj.com/articles/spotify-raises-1-billion-in-debt-financing-1459284467                                                                                                                       
-1060990524105135617,https://developers.googleblog.com/2016/03/introducing-new-developer-show-machine.html                                                                                                                   
-9100490342054218852,http://fortune.com/2016/03/30/facebook-ai-satellite-imagery/                                                                                                                                            
4121807259563748287,http://arstechnica.com/information-technology/2016/03/microsofts-new-ai-tools-help-developers-build-smart-apps-and-bots/                                                                                
-6133746337603876146,http://www.hanselman.com/blog/DevelopersCanRunBashShellAndUsermodeUbuntuLinuxBinariesOnWindows10.aspx                                                                                                   
-6713697716910928909,https://blog.ethereum.org/2016/03/30/solidity-available-in-visual-studio/                                                                                                                               
5191381587333696286,https://bitcoinmagazine.com/articles/dtcc-and-digital-asset-holdings-to-test-blockchain-solutions-for-the-trillion-repo-market-1459358814                                                               
2900029983899283273,http://cointelegraph.com/news/governments-vs-bitcoin-a-fight-for-control                                                                                                                                
4849766494522371290,http://bitcoinist.net/cashila-announces-convenient-buy-and-sell-feature-for-ethereum/                                                                                                                   
6200172800690402606,http://cointelegraph.com/news/bitit-launches-to-solve-bitcoin-biggest-issues-accessibility-and-fraud                                                                                                    
-3810375613673461625,https://news.bitcoin.com/bitcoins-electricity-use-match-denmark-worth/                                                                                                                                  
-254088699629065171,https://soundcloud.com/epicenterbitcoin/eb-124                                                                                                                                                          
-9171475473795142532,http://www.newsbtc.com/2016/03/30/decentralized-options-exchange-etheropt-uses-automated-ethereum-smart-contract/                                                                                       
2690205894709699741,http://www.merriam-webster.com/words-at-play/candy-words                                                                                                                                                
-8773118241761372618,https://blogs.msdn.microsoft.com/vcblog/2016/03/30/visual-c-for-linux-development/                                                                                                                      
-7315032288233856709,http://mspoweruser.com/microsoft-windows-phones-not-place-new-exciting-things/                                                                                                                          
3193164045772142182,http://www.outerplaces.com/science/item/11693-coolest-virtual-reality-experiences-made-with-hololens-so-far                                                                                             
4056017896532335209,http://www.nytimes.com/2016/04/01/technology/amazon-widens-its-push-button-e-commerce-horizons.html                                                                                                     
-6362758570633473480,http://www.appdevelopersalliance.org/news/2016/3/30/standing-under-your-code-the-seven-stages-of-digital-transformation                                                                                 
-8287402887944984163,https://blog.docker.com/2016/03/containers-are-not-vms/                                                                                                                                                 
84318068629167514,http://www.valor.com.br/financas/4436572/rede-do-itau-lanca-carteira-digital-e-preve-capturar-r-64-bilhoes                                                                                              
6652210819857467321,http://us8.campaign-archive1.com/?u=eb2d2e4ce44bb8c74fdb0b23e&id=729b7abb13&e=c7c03a304f                                                                                                                
739747367187387064,http://www.coindesk.com/us-bank-regulator-creating-framework-for-overseeing-innovations-like-blockchain-tech/                                                                                           
8471417198703153120,http://cointelegraph.com/news/you-can-soon-pay-for-everyday-items-using-just-bitcoin-and-a-mobile-phone                                                                                                 
-2711301039947937868,http://www.coindesk.com/asia-exchanges-ethereum-trading/                                                                                                                                                
-1662763254714212341,http://www.ng-newsletter.com/posts/practical-protractor.html                                                                                                                                            
-8349788035147634450,http://uxmag.com/articles/how-mature-is-your-organization-when-it-comes-to-ux                                                                                                                           
5269583152423890030,http://www.tecmundo.com.br/kickstarter/103077-sabia-voce-transformar-celular-impressora-3d.htm                                                                                                          
-2271868873349907631,http://recruitingdaily.com/believe-hype-five-talent-trends-every-recruiting-hr-pro-needs-know/                                                                                                          
3703141283586666995,http://www.businessinsider.com/equations-that-changed-the-world-2016-3                                                                                                                                  
-3974295763584921518,http://nullprogram.com/blog/2016/03/31/                                                                                                                                                                 
-327208414896292296,https://blogs.msdn.microsoft.com/vcblog/2016/03/31/cc-extension-for-visual-studio-code/                                                                                                                 
-5525441367600219076,https://gmail.googleblog.com/2016/03/introducing-gmail-mic-drop.html                                                                                                                                    
-998818216447049475,https://cloudplatform.googleblog.com/2016/04/introducing-Style-Detection-for-Google-Cloud-Vision-API.html                                                                                               
6090517797383271316,http://googlediscovery.com/2016/04/01/google-apresenta-o-realbooks-melhor-forma-de-ler-os-seus-livros-digitais/                                                                                         
8298709454703868984,https://cloudplatform.googleblog.com/2016/03/Google-shares-data-center-security-and-design-best-practices.html                                                                                          
-4740532350684079805,https://cloudplatform.googleblog.com/2016/03/Snapchat-shares-security-best-practices-for-running-on-GCP-practices.html                                                                                  
2709926970543371965,http://www.revistacapitolina.com.br/a-importancia-dos-filmes-de-mulherzinha/                                                                                                                            
1542516532533301214,http://developers.redhat.com/blog/2016/03/31/no-cost-rhel-developer-subscription-now-available/                                                                                                         
7454130161726657097,https://cloudplatform.googleblog.com/2016/03/Google-Cloud-Datastore-simplifies-pricing-cuts-cost-dramatically-for-most-use-cases.html                                                                   
3475346635930218065,https://blog.docker.com/2016/04/announcing-docker-hub-classic/                                                                                                                                          
-3633300009206493694,http://www.socialmediatoday.com/technology-data/internet-things-your-home-or-your-body-infographic                                                                                                      
-1892877682006771545,http://android-developers.blogspot.com.br/2016/03/get-your-apps-and-games-ready-for-space.html                                                                                                          
4196146076384098027,http://www.infomoney.com.br/negocios/inovacao/noticia/4813697/ponto-virada-dos-bancos-vai-demitir-milhoes-esta-proximo-diz                                                                              
6162786478796754684,http://startse.infomoney.com.br/portal/2016/03/30/18360/o-brasil-das-fintechs-conhea-startups-nacionais-que-podem-fazer-voc-sair-dos-bancos/                                                            
1459131257418324496,https://hbr.org/2015/09/how-indra-nooyi-turned-design-thinking-into-strategy                                                                                                                            
-9028990334396397584,https://blog.xamarin.com/xamarin-for-all/                                                                                                                                                               
2788367348502337122,https://blog.docker.com/2016/04/docker-agenda-april/                                                                                                                                                    
5834671664627894569,http://techcrunch.com/2016/04/01/slack-raises-200m-at-3-8b-valuation-for-business-messaging/                                                                                                            
-6814865160063205794,http://www.economist.com/news/business/21695908-silicon-valley-fights-talent-universities-struggle-hold-their                                                                                           
-7051470020148066326,http://www.techinsider.io/machine-learning-as-important-as-the-internet-2016-3                                                                                                                          
7828019124127586556,http://thenextweb.com/insider/2016/04/01/grow-startup-without-cmo/                                                                                                                                      
6987435400166905688,https://www.oreilly.com/ideas/building-a-high-throughput-data-science-machine                                                                                                                           
-8427763028519233712,http://techcrunch.com/2016/04/02/the-gig-economy-as-a-driver-of-innovation/                                                                                                                             
-993224631915984347,http://venturebeat.com/2016/04/02/deep-learning-will-be-huge-and-heres-who-will-dominate-it/                                                                                                            
-3876501423599932851,http://www.businessinsider.com/the-inside-story-of-how-amazon-created-echo-2016-4                                                                                                                       
-7367898111498277224,http://googleforwork.blogspot.com/2016/03/Chromebase-for-meetings-makes-video-conferencing-personal-and-simple.html                                                                                     
2885511262558254418,http://www.businessinsider.com/microsoft-is-taking-its-cues-from-facebook-as-it-totally-shakes-up-office-2016-4                                                                                         
8049518593334748695,http://techcrunch.com/2016/04/02/how-to-approach-machine-learning-as-a-non-technical-person/                                                                                                            
1649085803937938638,http://www.usmagazine.com/celebrity-news/news/-w201210                                                                                                                                                  
-3718969219417182449,http://techcrunch.com/2016/04/03/platforms-are-the-real-powerhouses-in-silicon-valleys-business-landscape/                                                                                              
-2967429522197137387,https://www.elastic.co/guide/en/elasticsearch/reference/2.3/release-notes-2.3.0.html                                                                                                                    
-7660505434580831027,http://www1.folha.uol.com.br/mercado/2016/04/1756923-empresa-britanica-adota-licenca-remunerada-no-periodo-menstrual.shtml                                                                              
3394403706511230595,http://blog.cambridgecoding.com/2016/04/03/scanning-hyperspace-how-to-tune-machine-learning-models/                                                                                                     
-5989749314869037016,http://www.theverge.com/2016/4/4/11359828/flying-chainsaw-drone-finland                                                                                                                                 
-4485188959476061019,http://m.phys.org/news/2016-03-language-cells.html                                                                                                                                                      
-264519121623606417,http://venturebeat.com/2016/04/03/how-googles-ai-paved-the-way-for-the-next-generation-of-bots/                                                                                                         
-8900307211613973542,http://motherboard.vice.com/en_uk/read/how-machine-learning-dieting-app-health                                                                                                                          
4296604388230897073,https://catracalivre.com.br/geral/cidadania/indicacao/garoto-filho-de-casal-homoafetivo-rebate-jovem-durante-o-altas-horas/                                                                             
-3709378389941441506,http://techcrunch.com/2016/02/04/coreoss-rkt-container-engine-10/                                                                                                                                       
2888507406903473601,https://catracalivre.com.br/geral/cidadania/indicacao/amor-sem-fronteiras-serie-de-fotos-de-casais-gays-pelo-mundo/                                                                                     
-9041823059579281174,http://apexgametools.com/2016/04/free-online-game-ai-classes/                                                                                                                                           
3473173479782472081,http://www.coindesk.com/consortium-of-global-banks-formalizes-partnership-with-microsoft/                                                                                                               
-6941293448141178017,https://news.bitcoin.com/panama-papers-bitcoin-stop-corruption/                                                                                                                                         
-2273517184910006534,http://www.newsbtc.com/2016/04/04/venture-capitalists-inject-nearly-half-billion-bitcoin-blockchain-throughout-2015/                                                                                    
1852992637140705599,https://www.cryptocoinsnews.com/bitcoin-for-a-tesla-yes-that-happened/                                                                                                                                  
-1868297195590431285,http://www.newsbtc.com/2016/04/03/blockchain-ceos-business-advice-bitcoin-startups/                                                                                                                     
5274322067107287523,http://www.newsbtc.com/2016/04/02/ethereum-bitcoin-market-leaders-not-competitors/                                                                                                                      
-4917007328809735647,http://cointelegraph.com/news/google-failure-ethereum-leaps-ecb-giveout-in-cointelegraph-daily-digest                                                                                                   
5680566822246004912,https://blog.ethereum.org/2016/04/01/ethereum-partners-with-r3cev-on-lizardcoin-bringing-together-the-best-of-centralized-finance-and-blockchain-technology/                                            
8084284001249507595,https://news.bitcoin.com/microsoft-embrace-digital-currency/                                                                                                                                            
4814419120794996930,http://fortune.com/2016/03/27/netflix-predicts-taste/                                                                                                                                                   
-9090514312860140897,https://blog.openbazaar.org/openbazaar-is-open-for-business/                                                                                                                                            
-1484165300616478995,http://www.theguardian.com/technology/2016/apr/04/slack-uber-apps-parting                                                                                                                               
-1051830303851697653,http://www.wired.com/2016/04/google-drive-scary-smart-searching-images/                                                                                                                                 
5317978293082383492,http://kubernetes.io/docs/getting-started-guides/docker/                                                                                                                                                
-844797936291539016,http://mashable.com/2016/04/04/unexpected-uses-slack/                                                                                                                                                   
751528815916485437,http://m.olhardigital.uol.com.br/noticia/testamos-o-hololens-os-oculos-do-futuro-da-microsoft/56858                                                                                                     
3496156626367166618,http://www.engadget.com/2016/04/04/nasa-gives-away-earth-mapping-data/                                                                                                                                  
-7043209138459666190,https://cloudplatform.googleblog.com/2016/04/Google-Cloud-Datastore-gets-faster-cross-platform-API.html                                                                                                 
-4704033845097735448,https://cloudplatform.googleblog.com/2016/04/Google-Cloud-collaborates-with-Kinvey-for-HIPAA-compliant-mobile-Backend-as-a-Service.html                                                                 
-2477364558321255827,https://www.compose.io/articles/postgresql-bloat-origins-monitoring-and-managing/                                                                                                                       
-7796858148829878756,http://blog.airbuscybersecurity.com/post/2016/03/FILELESS-MALWARE-%E2%80%93-A-BEHAVIOURAL-ANALYSIS-OF-KOVTER-PERSISTENCE                                                                                
-569322218183730892,http://cidarlab.org/cello/                                                                                                                                                                              
-450825503558460924,http://www.dairyreporter.com/Processing-Packaging/Tetra-Pak-Cheese-and-Powder-Systems-acquires-Laude                                                                                                    
6042459843569845586,https://medium.com/recurring-revenue/the-rise-of-the-api-based-saas-321b7c4f8467                                                                                                                        
-1024046541613287684,http://bitcoinist.net/australian-bitcoin-entrepreneur-launches-robo-advice-platform/                                                                                                                    
3068975614432538771,http://www.bloomberg.com/news/articles/2016-04-04/microsoft-strikes-partnership-with-banks-on-blockchain-tech                                                                                           
-4463029741564307314,http://buytaert.net/improving-drupal-content-workflow                                                                                                                                                   
