author_id,content_id
-2626634673110551643,-9172673334835262304
-709287718034731589,-1039912738963181810
-1032019229384696495,3172866488852888544
8341545449730058951,8095004770374551394
8341545449730058951,8801106199759296338
3891637997717104548,-4760639635023250284
3891637997717104548,-9137036168156595470
-2525380383541287600,-454649054276160610
-2525380383541287600,-36844712915106340
-2525380383541287600,5333141914314968598
3891637997717104548,-8248141950199177506
3891637997717104548,-5431549861280885742
-1032019229384696495,1003778007373126185
-1443636648652872475,-1060990524105135617
-1443636648652872475,-9100490342054218852
-1443636648652872475,4121807259563748287
-4467650312287951120,-6133746337603876146
4340306774493623681,-6713697716910928909
4340306774493623681,5191381587333696286
4340306774493623681,2900029983899283273
4340306774493623681,4849766494522371290
4340306774493623681,6200172800690402606
4340306774493623681,-3810375613673461625
4340306774493623681,-254088699629065171
4340306774493623681,-9171475473795142532
2833428826475063405,2690205894709699741
8414731042150985013,-8773118241761372618
-9001583565812478106,-7315032288233856709
-1032019229384696495,3193164045772142182
-6944500707172804068,4056017896532335209
-108842214936804958,-6362758570633473480
-8020832670974472349,-8287402887944984163
-3247191585239311338,84318068629167514
3891637997717104548,6652210819857467321
4340306774493623681,739747367187387064
4340306774493623681,8471417198703153120
4340306774493623681,-2711301039947937868
6003902177042843076,-1662763254714212341
-1032019229384696495,-8349788035147634450
1623838599684589103,5269583152423890030
-8606085472606356565,-2271868873349907631
-1032019229384696495,3703141283586666995
-2979881261169775358,-3974295763584921518
8414731042150985013,-327208414896292296
-1387464358334758758,-5525441367600219076
-8020832670974472349,-998818216447049475
-1387464358334758758,6090517797383271316
3891637997717104548,8298709454703868984
3891637997717104548,-4740532350684079805
-1130272294246983140,2709926970543371965
8414731042150985013,1542516532533301214
-8020832670974472349,7454130161726657097
-8020832670974472349,3475346635930218065
4670267857749552625,-3633300009206493694
6644119361202586331,-1892877682006771545
5660542693104786364,4196146076384098027
5660542693104786364,6162786478796754684
-3390049372067052505,1459131257418324496
3622641762376806537,-9028990334396397584
-4243635261966794110,2788367348502337122
-1032019229384696495,5834671664627894569
-1032019229384696495,-6814865160063205794
-1443636648652872475,-7051470020148066326
-1032019229384696495,7828019124127586556
3829784524040647339,6987435400166905688
-1032019229384696495,-8427763028519233712
-1032019229384696495,-993224631915984347
-1032019229384696495,-3876501423599932851
-1032019229384696495,-7367898111498277224
-1032019229384696495,2885511262558254418
-1443636648652872475,8049518593334748695
-1032019229384696495,1649085803937938638
-1032019229384696495,-3718969219417182449
2062670502532932588,-2967429522197137387
5746645399823844475,-7660505434580831027
-1443636648652872475,3394403706511230595
-2979881261169775358,-5989749314869037016
-2979881261169775358,-4485188959476061019
-1443636648652872475,-264519121623606417
-1443636648652872475,-8900307211613973542
6735372008307093370,4296604388230897073
-8550167523008133722,-3709378389941441506
6735372008307093370,2888507406903473601
-1443636648652872475,-9041823059579281174
4340306774493623681,3473173479782472081
4340306774493623681,-6941293448141178017
4340306774493623681,-2273517184910006534
4340306774493623681,1852992637140705599
4340306774493623681,-1868297195590431285
4340306774493623681,5274322067107287523
4340306774493623681,-4917007328809735647
4340306774493623681,5680566822246004912
4340306774493623681,8084284001249507595
268671367195911338,4814419120794996930
-2626634673110551643,-9090514312860140897
-1032019229384696495,-1484165300616478995
-1032019229384696495,-1051830303851697653
3891637997717104548,5317978293082383492
-1032019229384696495,-844797936291539016
-6030696784871381528,751528815916485437
-1443636648652872475,3496156626367166618
-1443636648652872475,-7043209138459666190
-1032019229384696495,-4704033845097735448
-2979881261169775358,-2477364558321255827
-2979881261169775358,-7796858148829878756
-2979881261169775358,-569322218183730892
-8860671864164757449,-450825503558460924
-108842214936804958,6042459843569845586
4340306774493623681,-1024046541613287684
4340306774493623681,3068975614432538771
692689608292948411,-4463029741564307314
-8020832670974472349,-7298164314968527788
-1032019229384696495,2586379029487881843
6735372008307093370,-5799839529845993396
6003902177042843076,-6499865726739947794
3829784524040647339,1362186507591814859
-1032019229384696495,9209629151177723638
2901546026085255870,-42126282997118624
3829784524040647339,1674373276159762025
8572969747961902966,1041289933344278866
-1032019229384696495,-6817732106250460899
-1032019229384696495,7555106864392724379
4340306774493623681,5145921881592486583
-7496361692498935601,8654585772743935612
-299809122140089170,-156577302871365261
-6316613156648676087,6215963711332976380
-108842214936804958,3761187656635209729
1748162647671155552,-1287202638861144684
5660542693104786364,8770410950539401126
4340306774493623681,179286456725721055
4340306774493623681,8605423472891112686
4340306774493623681,1423541364223434892
4340306774493623681,-8445686000003509032
4340306774493623681,1586004000405879970
-2979881261169775358,7645026617184703521
-2979881261169775358,-6171950598721418038
-1032019229384696495,-860914756454619650
268671367195911338,-6778286518036232293
3609194402293569455,-5769968511636780471
-7299489921519728176,5189107351987144723
-1578287561410088674,8300126456272756546
5660542693104786364,3995377148178067553
-1387464358334758758,-8587352636561360574
-4243635261966794110,-8388400806941996172
692689608292948411,-6863138929434705713
3375381077362025672,4441012164161473407
-6030696784871381528,-7481609677042800346
1623838599684589103,-7550906488404754851
-1443636648652872475,5147907773522671167
8164031568920151381,3343368383976781910
-1032019229384696495,-3515692979189178102
-1443636648652872475,4877833951599818487
-1443636648652872475,5311977399951270341
-108842214936804958,2333823948799779498
-108842214936804958,8968837261991914049
-2979881261169775358,-8962700386317589038
-2979881261169775358,-2375266175756882986
3375381077362025672,-7777013191403056825
6003902177042843076,2293315701090958124
1895326251577378793,374352050712569304
6644119361202586331,-3299064309968644318
5660542693104786364,-5179258585851879449
-5264754785175108362,-3785072380450959101
4340306774493623681,3057455921237571253
4340306774493623681,-3528088210002754978
1895326251577378793,-788035419968530567
-709287718034731589,4579557799493615039
-7531858294361854119,-2252459228396350242
3429602690322213789,-2306623058132041487
1895326251577378793,6941466664989793964
4340306774493623681,3578170066555585515
4340306774493623681,687641199951066750
4340306774493623681,-1911407455198985777
-1443636648652872475,-5679427141235752819
-5264754785175108362,1120323498091467525
3302556033962996625,-7833921387228274142
3302556033962996625,-587747935064273401
-1443636648652872475,2220561310072186802
-1443636648652872475,5619269934194012474
-2979881261169775358,-6661204361884000663
-2979881261169775358,5714874452041944640
-2979881261169775358,286115624311598644
-6316613156648676087,2947843229055216994
-6316613156648676087,-6752460077509522132
2062670502532932588,-3920124114454832425
-6316613156648676087,2022869473280418522
-6316613156648676087,-3125361793069842594
6650574433856141080,-4625438649010928449
-6316613156648676087,719128783277038733
-6316613156648676087,-973131232603202326
-6316613156648676087,-7002558676365724983
-6316613156648676087,7578709204835512162
-6316613156648676087,-5578229678262992168
-6316613156648676087,7323176445666562417
-6316613156648676087,-1804728901674946596
-6316613156648676087,-5452374239565071760
-6316613156648676087,-8763351865833452031
-6316613156648676087,4273365516830385867
-6316613156648676087,-634395794651424614
-2820994773540913369,-2250487690322202259
-6316613156648676087,-4833307637594287163
-6316613156648676087,-1257839697539084047
-5527145562136413747,5530820581773167955
-1443636648652872475,-4316394955033262743
-1443636648652872475,657779080033041603
-1443636648652872475,-8123434787655959885
6735372008307093370,-1470592927114056630
-1130272294246983140,6206342468637502921
-1130272294246983140,-9092333155845304874
-8845298781299428018,-958925381525830552
-1032019229384696495,-2329480295839698254
-1032019229384696495,-3620251618670158123
-1032019229384696495,6576356408780336784
-6030696784871381528,4355464044208438135
-6030696784871381528,-6840859460575237450
-1032019229384696495,3218993154926038233
4402305355102966434,2546734694784514225
-1032019229384696495,2695065703077082407
3217014177234377440,2296515698565489277
-1443636648652872475,-6625273991455881177
-4243635261966794110,7707640607626518697
6971525809430309144,1099809408921653201
-2979881261169775358,-1418355038507506357
-2979881261169775358,-776023644693624658
-2979881261169775358,-4575943417765899041
-2979881261169775358,-2649418407515952078
-2979881261169775358,8963938873430212934
-2979881261169775358,1619468327065509360
-1130272294246983140,-9161596996229760398
-108842214936804958,384967563509172020
1895326251577378793,3076823183761975019
6735372008307093370,4328888515190573663
4340306774493623681,7845570490247450966
4340306774493623681,-6249065792190816357
4340306774493623681,-2261845840076552387
4340306774493623681,6419848550542384295
-3390049372067052505,-7681408188643141872
4142810830429822977,2927476152522512441
301435144665447655,8160885002406274828
301435144665447655,-4248528062574538011
301435144665447655,-3265730906936163775
-2979881261169775358,-9007594455502730692
-2979881261169775358,6576868026875674101
-2979881261169775358,3425144896890592760
-2979881261169775358,-7414654466964102039
-108842214936804958,-2041630887686751489
-1387464358334758758,2824996248683640175
8676130229735483748,-4872447160271266802
-1032019229384696495,6932547594283220441
-2820994773540913369,1114791714656282929
-1443636648652872475,-1691850508443380568
-5094446514734487376,1317782055909095806
1120069409160402054,-6362580505010802881
3734911646343191965,-584688562749460923
3375381077362025672,5688279681867464747
3891637997717104548,-5557505576293652420
3891637997717104548,-1762456938647577126
3891637997717104548,8210960017870928723
3891637997717104548,-8512859527034085078
3891637997717104548,-8258529658421542282
3891637997717104548,4999440443052714243
3891637997717104548,-6968139157190736175
-5868110530814399805,-8497895589300643949
8164031568920151381,-7805090055463938263
-1032019229384696495,8754824745136110042
-1032019229384696495,-6121430502305136434
-1032019229384696495,-6347212504547574224
5683029675627635125,-4469492210394109129
4340306774493623681,5772565485432112058
4340306774493623681,5508043659570633487
4340306774493623681,3727587882617538492
4340306774493623681,1431351528207086249
4340306774493623681,-692972306229904743
4340306774493623681,2871648046424590878
-1032019229384696495,-4615575698508618335
9109075639526981934,-271938775771328391
-1032019229384696495,4761910285123871012
6003902177042843076,-8099709040471107382
6003902177042843076,-1861959619649725543
-6527231059484292598,1507299850679912107
-1387464358334758758,5189433264884433830
-1443636648652872475,6984066580750577207
-1443636648652872475,-2181071289972835602
-2050699458865052139,-8418620743404378592
4340306774493623681,3436241621287351574
4340306774493623681,2760023027553835473
-1443636648652872475,-2880002165720705376
-1443636648652872475,-5623496706605874646
-1443636648652872475,3564394485543941353
3891637997717104548,-8971085667828564532
3891637997717104548,-1926525896637230556
6971525809430309144,8870251820986769829
-1836083230511905974,-8909927294729358771
6735372008307093370,-1779870737568212247
-1032019229384696495,8637400873589298078
-1443636648652872475,-7863574628164051955
-1032019229384696495,-8426084422061984285
1623838599684589103,-9153494109165200346
-6411371239765052331,-7900768082301348135
-3500661007957156229,865977730460714234
3891637997717104548,2335028422423709400
3891637997717104548,7071371416976898441
3891637997717104548,-7554863616241981368
3891637997717104548,4555339116751579515
3891637997717104548,3262563792577344354
-1032019229384696495,-1469918446833331103
-2979881261169775358,5442191984600038712
-2979881261169775358,-2151750849426701342
-2979881261169775358,8181531374206668183
-2979881261169775358,6517454521720712627
-1443636648652872475,2598008935363515744
-108842214936804958,4340103631421550622
-1443636648652872475,9207286802575546269
-8020832670974472349,4247196691613374764
8656322302973426874,3382511589554885024
8676130229735483748,8314492264050843009
3891637997717104548,5199666313044493096
6735372008307093370,3662832673570108627
-331066625167168067,1729892529360390310
-331066625167168067,7247406924790318523
-108842214936804958,-4531029390350541169
-1443636648652872475,-3170855186954139022
-5527145562136413747,-8245663037926520114
6644119361202586331,-720777800522871309
-1443636648652872475,1547036706250649420
-1443636648652872475,2271793263120018251
-1443636648652872475,-8196748324041706598
-2979881261169775358,6793894801847439981
-2979881261169775358,-8391512412740651574
-2979881261169775358,-3792933059425955471
-1578287561410088674,3162261384765351942
8656322302973426874,7620697593009487898
-1032019229384696495,-8723313435347324769
-2623844842607044962,6583734846225935852
4209517478660372522,-4562218760600603086
-5803328010978180572,3689128258624052102
4340306774493623681,-3211843544085892873
801895594717772308,-6009377241272750648
4340306774493623681,230807360572081472
801895594717772308,3569727790804487273
3217014177234377440,-5784228041033890044
-48161796606086482,-7447329442374055391
-48161796606086482,6090089162789916215
-48161796606086482,3470393457385461859
-5527145562136413747,-8464215556093549753
-8020832670974472349,5379671084978512851
-8020832670974472349,-8858741052589364245
-8020832670974472349,8233465999590288609
-8020832670974472349,-1249436522568155938
-1032019229384696495,-4218676349553328084
-1032019229384696495,8676570915361993722
-1032019229384696495,2879555397105020076
-1032019229384696495,-8980834789053459155
3609194402293569455,153466256338950062
3609194402293569455,6153710684104095269
4209517478660372522,6241723672990266258
-2979881261169775358,-5570256785328462468
-2979881261169775358,8042182000167325833
-2979881261169775358,8611448623643424872
-1578287561410088674,1116363438212354892
-1032019229384696495,1449689399273695199
-2979881261169775358,-9041546321432974047
6735372008307093370,-6460613292182959076
-1032019229384696495,-8689461307495241608
3915038251784681624,1058260959930395162
-8336698712796133957,-1839591250599587429
-48161796606086482,162771765556771108
-3390049372067052505,2925450084561574364
2416280733544962613,-8194774279664546436
-1032019229384696495,6850500272809381909
-1032019229384696495,-3760006690401014603
-1032019229384696495,6309804346176212907
4340306774493623681,-4231142613423804992
-2979881261169775358,-9166778629773133902
-2979881261169775358,4804093434821394840
-1032019229384696495,-5867424949902842953
-1443636648652872475,54678605145828343
3609194402293569455,3268064929368559554
-1032019229384696495,-5798690764728257756
801895594717772308,-7879096649194981370
-1443636648652872475,-6192959589652486637
-1387464358334758758,207910079054861295
-1387464358334758758,4338940510328721138
-1032019229384696495,-4233809085822159066
4209517478660372522,2434296883874412747
-1032019229384696495,9217155070834564627
-5374802517306837266,-9076501258717815738
692689608292948411,3575694866055127253
-1032019229384696495,-2871288807409592
-9016528795238256703,8712996026808754180
490109768671667408,-5315378314308323942
9038446466275805109,6743199836219189414
-48161796606086482,4307023751244532288
-1443636648652872475,1434312143013787309
-108842214936804958,-8311338126170554747
-2623844842607044962,-389749390447363927
-2623844842607044962,-2220859822082318562
-7456488753754080246,-2667874153709252756
-2979881261169775358,7933362470375280252
3891637997717104548,-3653998742295730637
3891637997717104548,186710613029854965
3891637997717104548,-7780475830807410936
3891637997717104548,-1853084798056642222
3891637997717104548,1681163606115593313
3891637997717104548,-7259527987837041658
3891637997717104548,972258375127367383
3891637997717104548,8801504303517439478
3891637997717104548,-4024233104105796278
3891637997717104548,-582471538642477927
8656322302973426874,-4844663695104994694
4670267857749552625,5640834597379907148
8354413736311351349,3756874058845999993
-9009798162809551896,65053321054180411
-3596626804281480007,-4600611344822394376
-3596626804281480007,7498047411414226273
-1032019229384696495,-6511498353814468913
-1032019229384696495,7229629480273331039
4340306774493623681,1485652648052127324
-1032019229384696495,-5781461435447152359
-3596626804281480007,-8984665034930053829
-108842214936804958,8878031598946138458
-1032019229384696495,-8340365043226490059
4209517478660372522,-6346370309134074019
4209517478660372522,3906974906788964502
-1130272294246983140,-6479058008972757948
-1032019229384696495,8982094176562780806
-1032019229384696495,-5600393064072065417
-1032019229384696495,-2841995722250280583
3609194402293569455,-3548152957882579401
3609194402293569455,-1165347641456093580
-1130272294246983140,-8797444257711529901
-2979881261169775358,756136904399885845
-2979881261169775358,1347061627677516149
-2979881261169775358,5937899505996968869
-2979881261169775358,6484776051882277624
-2979881261169775358,1362723651715193305
-2979881261169775358,1400543852157442197
-2979881261169775358,2415534163825594672
3891637997717104548,-7586203274767893481
3609194402293569455,-8099145207792678586
1895326251577378793,5462702203586546682
-1032019229384696495,3929262240746146680
-7496361692498935601,532564948976818124
-4028919343899978105,-1730766821655383888
-1032019229384696495,-535029905294961110
-1032019229384696495,-5500597021296520708
-1032019229384696495,1544550983918141657
-1443636648652872475,5163772683749067995
-1032019229384696495,-2516726696296387544
-1032019229384696495,-5071600977095793163
-1032019229384696495,3035329611795434601
-8606085472606356565,9113647036759476320
-1032019229384696495,-7082978776831463151
-1578287561410088674,-7646489242554562522
-1578287561410088674,-9192549002213406534
-1032019229384696495,5304344058087060692
-8020832670974472349,8587620342631480154
-1130272294246983140,2910288655685129221
-1578287561410088674,119886322445874454
7392990465409599343,515531013045220470
3609194402293569455,204997192300542382
-48161796606086482,7494490104520466117
-5264754785175108362,-5636731245639685654
-2979881261169775358,4981361987119307017
-2979881261169775358,3365858042237188987
-2979881261169775358,7059601745558171892
-7377845572432324217,7921510628110926276
-1032019229384696495,5152069678055228801
5660542693104786364,-7613994611628693820
-1032019229384696495,8690601908689146128
-3390049372067052505,5238119115012015307
-1032019229384696495,2075656428057535795
-3390049372067052505,-6810702648836067504
-48161796606086482,-1473180765724334454
-2626634673110551643,7933360486658437274
6013226412048763966,8586403905004879205
5660542693104786364,4668172927098913296
5660542693104786364,-4130193294870737688
7527226129639571966,-6843047699859121724
-1032019229384696495,-6859269826758227273
-1032019229384696495,5728858831120768412
-1443636648652872475,5659318589553771161
-1443636648652872475,7024819429467163565
-8860671864164757449,4654349179360175629
1623838599684589103,-6734931185433789466
-2726721797588771398,7036087807129071010
7890134385692540512,6989198691754522425
7890134385692540512,7206850235815254159
-2979881261169775358,2505379943041571189
6003902177042843076,-5571606607344218289
6013226412048763966,6044362651232258738
7392990465409599343,-8734181034726403477
-8020832670974472349,-23817016428727099
7392990465409599343,-4875060556471576861
-1032019229384696495,4118743389464105405
-1032019229384696495,-8618420761918493321
8968131284214320024,-4698104907897418459
-1032019229384696495,1314740759271289025
-1443636648652872475,9222265156747237864
4670267857749552625,8736111317960965711
-2979881261169775358,8808216970065110104
-2979881261169775358,2842727018572461564
4209517478660372522,6255978182562760059
4209517478660372522,8651615486877503655
3891637997717104548,-6704596170548214779
-1443636648652872475,2901480192726556992
-108842214936804958,-1449104782233586994
-7531858294361854119,-8142426490949346803
-1443636648652872475,4548329563501022787
-1443636648652872475,-548495338204268789
-1443636648652872475,8497861351486449784
-1032019229384696495,6754417485681598974
-2626634673110551643,7818691400791322406
-1443636648652872475,-6484638837208285334
-1443636648652872475,1137471872769164371
5127372011815639401,-7992053163122498177
3891637997717104548,1306706744219888810
3891637997717104548,-3319960804317299025
3891637997717104548,5913609969272242724
3891637997717104548,7105108082715965818
-1032019229384696495,4437902912817080687
3609194402293569455,-7908990633460844158
-1443636648652872475,408569329455206654
-1443636648652872475,9091641298512813712
-2979881261169775358,-1852324383183073754
-2979881261169775358,3705075652854270482
-1443636648652872475,-1549326815285717811
-2979881261169775358,2990005046938769485
-299809122140089170,-1123543351704082417
2062670502532932588,-4475938295812802739
-1032019229384696495,-3428996085514172371
2062670502532932588,4559158557590109105
-6316613156648676087,-662806181534790446
-1032019229384696495,-1622037268576555626
6735372008307093370,-1444481301861872291
6735372008307093370,4918358495761748770
-8694104221113176052,6015995473246774717
-1032019229384696495,-158184760257182670
-1387464358334758758,1968587931268137930
-1387464358334758758,-6726685468116057064
-1032019229384696495,-5123671543726522991
-3390049372067052505,-2990485643677949494
-709287718034731589,-1312850681127865433
3609194402293569455,-3338916066794638254
-1443636648652872475,7540764978459875963
7392990465409599343,5514214996211995551
6644119361202586331,-5411404485622449820
6644119361202586331,-8935051432668167578
6644119361202586331,-5997023418322622504
6644119361202586331,6240076106289531207
6644119361202586331,7000840123067725009
6644119361202586331,-3750301395521973493
6644119361202586331,-3336755617029300430
-1032019229384696495,-4761420664091904483
-1032019229384696495,-6467708104873171151
-8123627990288459252,2817960273225808857
8420481937548705787,-2766592729910903198
-1443636648652872475,1286723199785027310
3891637997717104548,2280365999288629014
-1443636648652872475,1595230810451459837
-108842214936804958,8120046881003900118
-108842214936804958,-4748027149000767298
-1443636648652872475,8596997246990922861
-1443636648652872475,2793899372921426050
-1443636648652872475,-3850335246895770347
-1032019229384696495,-605114438206384896
-1443636648652872475,-3820497466351868775
-1443636648652872475,-4187268503708157132
-1443636648652872475,-456574518348806233
-1443636648652872475,910894669274456978
-1443636648652872475,4153717385931831462
-1443636648652872475,-5756697018315640725
-8860671864164757449,-2333243857499586461
3829784524040647339,-8819557474068526071
3829784524040647339,-7876497512693688413
6003902177042843076,8483892789913825147
-1443636648652872475,-3410781775610270991
-1032019229384696495,-5331421579623797776
-1443636648652872475,-1625815289565836489
-1032019229384696495,-1313614305945895108
-1443636648652872475,966067567430037498
-8020832670974472349,5965544132537436406
-8020832670974472349,-4295420427690447901
-1443636648652872475,-9002191823887486987
-1032019229384696495,-2061825422128752184
-1032019229384696495,4911701623098526999
-1443636648652872475,4089568303716665454
-1032019229384696495,4843782008053284888
-1032019229384696495,-1625217607550912638
2416280733544962613,7273139206342584600
-48161796606086482,4575580212020245658
881856221521045800,-3622715112759104312
-1443636648652872475,-7380550029266431533
881856221521045800,7488370990373644128
3609194402293569455,-2430153190648595765
3891637997717104548,2670715450352290324
3891637997717104548,-4524355549457527387
5127372011815639401,-4754223659064624252
-1032019229384696495,-1654063646246197191
692689608292948411,-1630229587164086350
-1443636648652872475,3168079495368669052
-1443636648652872475,8384349834972693428
6013226412048763966,-5952729859839521828
-7531858294361854119,7763750328910542816
3609194402293569455,3788990922347931494
-7531858294361854119,3460026829794173084
-108842214936804958,8433131156569129937
-1032019229384696495,1318981494172475806
-1032019229384696495,-2388274433047018803
-1032019229384696495,-7474372733748503487
-1032019229384696495,7877378240682678384
-5264754785175108362,5843350704442714396
-1443636648652872475,6876740810766966100
-1443636648652872475,6980529106338478812
-331066625167168067,-730957269757756529
-1443636648652872475,-6878119266243511199
2901546026085255870,-6457517220721978
8676130229735483748,-3968102273907750828
8676130229735483748,-74919696966767903
8676130229735483748,-7814257818245609902
8676130229735483748,3456446200772320915
8676130229735483748,7569814035922103969
8676130229735483748,6569723785655740276
8676130229735483748,614512039577184122
8676130229735483748,6296126022971270017
8676130229735483748,-504935756748713175
8676130229735483748,-5289386635926629588
8676130229735483748,3687286164936910007
8676130229735483748,3702150017806959874
8676130229735483748,-6016433871633244814
6644119361202586331,9168028029170358424
6644119361202586331,-7684863035595645318
8676130229735483748,34557439830244258
8676130229735483748,6258766779968998934
8676130229735483748,-5345231991504930502
8676130229735483748,-6056382045660082261
8676130229735483748,-4882849408937990337
8676130229735483748,-894273917655637623
3609194402293569455,-5678159351655490918
8676130229735483748,4739732607073456292
8676130229735483748,-8112397019636931887
-1443636648652872475,7078276984547732873
-1387464358334758758,8589361101754366293
3609194402293569455,-7714713652743527644
-3390049372067052505,4139191914110236238
-1032019229384696495,-703416562539077070
-1032019229384696495,-1706114177222872702
-8694104221113176052,7606744605433799135
-6153009241569363021,2672238531812965181
-3500661007957156229,-6603351162010419903
-1443636648652872475,-1981734999963962468
-5264754785175108362,3375733407275108717
-2979881261169775358,372648779227126668
-2979881261169775358,-5820943153819992582
8676130229735483748,4917926779066818777
8676130229735483748,5232169374213306041
-2623844842607044962,-614408900691920886
8676130229735483748,3801064060797809024
8676130229735483748,-8686523832043452855
-9016528795238256703,1107739178195154647
3915038251784681624,-5444306124868253918
-1443636648652872475,-7564053678326007415
-2626634673110551643,5508665170385092264
-1443636648652872475,4544213501105457932
3609194402293569455,914293752636521893
3429602690322213789,6369367631770966886
6013226412048763966,1738052593226421681
-8694104221113176052,-1338957937839941365
1895326251577378793,7255021292858609470
6644119361202586331,2491414153837906223
8676130229735483748,1719976830095479814
8676130229735483748,-6275771337261603227
7890134385692540512,764116021156146784
-1443636648652872475,7572869304086387835
-1443636648652872475,-4944551138301474550
3217014177234377440,-5579492244806284582
8164031568920151381,49177526672934036
-1578287561410088674,-6324550271415246022
-8132559109129514792,300937643051923212
-1032019229384696495,-9055044275358686874
-1032019229384696495,3980405883168341377
-8020832670974472349,-2208293144000550811
-8020832670974472349,6424668376409530281
1895326251577378793,-8949113594875411859
-1443636648652872475,2589533162305407436
5707382540067831352,3751305746867503759
-1387464358334758758,6535950170823528902
3609194402293569455,-3234984575507976056
-8845298781299428018,-3348458175249982599
-48161796606086482,-655909700262679295
5660542693104786364,-8700857105739861338
7703284633155187943,9220445660318725468
2542290381109225938,1024145536490998555
-1443636648652872475,-7891960098457323262
8676130229735483748,-1852234953549915446
8676130229735483748,-8041742992841055506
-5639303336519418445,3720742491238027703
-48161796606086482,-5570129644089964821
-8860671864164757449,459008865413659388
-1443636648652872475,1433951803438448289
-1443636648652872475,541470630329465127
-5708042355439521851,-6157984812065160219
-5264754785175108362,2032007496318616962
8676130229735483748,6234756865145917449
-7531858294361854119,1556878199027930272
-1443636648652872475,1698483880714927645
7890134385692540512,-6542996094878850014
3609194402293569455,-3875881534863988868
3609194402293569455,909703879562824170
-1032019229384696495,5051167660880461112
-108842214936804958,8295457724580096419
4670267857749552625,3608243634452078989
-108842214936804958,-8510490754427841940
-1443636648652872475,-8722526817358894474
4670267857749552625,5165953265902526320
2062670502532932588,6910763794618680440
-8694104221113176052,6754313450809254838
-1032019229384696495,4625350031392752392
-1032019229384696495,5037221949349729844
-1443636648652872475,-7959318068735027467
-3390049372067052505,163780025692404854
-9016528795238256703,321193326651975856
-1032019229384696495,-229081393244987789
3375381077362025672,-1901742495252324928
2062670502532932588,2457939609972623332
3302556033962996625,-2247142819145310881
-1443636648652872475,-1492574794514500033
-2626634673110551643,8316918063034631031
-1032019229384696495,-5297634649735765167
-1032019229384696495,-1917202688559171732
-1032019229384696495,-1088742830039453732
-1032019229384696495,-8279505492976427918
-1032019229384696495,7124632953201847659
-1443636648652872475,-4127059794203205931
3302556033962996625,-6369211973034956889
-1032019229384696495,-5522643017727334716
